"","pitch_type","whiff","swing","estimated_woba_using_speedangle","release_speed","pfx_x","pfx_z"
"13038","CU",0,1,0.093,78.4,0.99,-1.52
"13039","CU",0,0,NA,78.1,0.59,-0.46
"13040","SL",0,0,NA,91.7,0.39,0.33
"13041","SL",0,1,NA,86,-0.02,0.79
"13042","FC",0,1,NA,85.6,0.1,0.96
"13043","SL",0,0,NA,85.4,0.4,0.01
"13044","CU",1,1,NA,74.4,1.25,-1.35
"13045","CU",1,1,NA,73.8,1.07,-1.42
"13046","SL",0,0,NA,86.4,0.35,-0.13
"13047","SL",1,1,NA,90.5,0.49,0.45
"13048","SL",0,0,NA,81.4,0.44,-0.25
"13049","CU",0,0,NA,76.2,1.35,-1.4
"13050","FC",0,0,NA,86.9,0.3,0.9
"13051","SL",1,1,NA,89.8,0.19,0.48
"13052","KC",0,0,NA,82.6,0.5,-1.13
"13053","CU",1,1,NA,79.1,0.29,-0.38
"13054","SL",0,0,NA,87.1,-0.09,1.08
"13055","SL",0,0,NA,83.9,0.4,-0.36
"13056","CU",0,0,NA,78.3,0.64,-0.94
"13057","SL",0,1,NA,81.2,0.37,0.36
"13058","SL",0,1,NA,80.3,1.17,-0.02
"13059","SL",0,1,NA,89.6,0.26,0.28
"13060","CU",0,1,0.081,74.9,1.14,-1.19
"13061","FC",1,1,NA,86.9,0.16,-0.47
"13062","SL",0,1,0.334,90.3,0.36,0.34
"13063","CU",0,0,NA,74.7,1.12,-1.08
"13064","SL",0,1,0.003,87.4,0.21,0.64
"13065","SL",0,0,NA,83.8,0.33,0.04
"13066","KC",0,0,NA,84.5,0.77,-1.22
"13067","CU",0,0,NA,82.5,0.58,-0.25
"13068","CU",0,0,NA,78.8,1.02,-1.36
"13069","FC",0,1,0,92,0.04,1.34
"13070","FC",0,1,NA,83.9,0.24,0.57
"13071","SL",0,0,NA,82.5,0.27,-0.51
"13072","FC",1,1,NA,87.4,0.35,-0.24
"13073","CU",0,0,NA,79.6,0.83,-1.05
"13074","SL",0,0,NA,82.5,0.53,0.45
"13075","CU",0,0,NA,73.6,1.16,-0.82
"13076","SL",1,1,NA,86.8,0.08,0.6
"13077","SL",0,1,NA,81.6,0.38,0.75
"13078","CU",0,1,0.868,78.4,1.07,-0.74
"13079","CU",0,1,NA,80.2,0.5,-0.02
"13080","CU",0,0,NA,72.6,0.77,-1.25
"13081","SL",0,1,NA,90.1,-0.06,0.16
"13082","CU",0,0,NA,74.6,0.89,-1.1
"13083","SL",0,0,NA,86.3,0.01,0.59
"13084","CU",0,0,NA,77.4,0.84,-0.73
"13085","SL",0,1,1.892,90.4,0.05,0.67
"13086","KC",1,1,NA,86.3,0.33,-1.01
"13087","SL",0,1,NA,82.1,-0.1,0.39
"13088","KC",1,1,NA,83,0.61,-0.69
"13089","SL",0,1,NA,88.6,0.36,0.41
"13090","SL",0,0,NA,85.7,1.04,-0.26
"13091","FC",0,1,1.026,89,0.25,0.92
"13092","SL",0,1,0.875,84.8,1.01,0.06
"13093","SL",0,1,0.642,82.8,0.27,-0.28
"13094","CU",0,0,NA,75,0.95,-1.22
"13095","SL",0,1,NA,83.3,0.68,0.72
"13096","SL",0,1,NA,83.6,0.45,-0.03
"13097","SL",0,1,NA,89.2,0.19,0.39
"13098","SL",1,1,NA,91.4,0.34,0.6
"13099","SL",0,0,NA,86,-0.12,0.5
"13100","SL",0,1,NA,89.8,0.27,0.45
"13101","FC",0,1,0.069,83.3,0.26,0.45
"13102","FC",0,0,NA,87.6,0.48,0.12
"13103","SL",1,1,NA,88.7,0.09,0.33
"13104","SL",0,1,NA,85.9,0.38,-0.27
"13105","SL",0,1,NA,80.3,0.56,-0.29
"13106","SL",0,0,NA,93.4,0.52,0.44
"13107","FC",0,1,0.067,86.8,0.32,0.06
"13108","SL",0,0,NA,86.2,0.85,0.29
"13109","SL",1,1,NA,84.9,0,0.6
"13110","CU",0,1,0.198,78.8,1.05,-0.63
"13111","SL",0,0,NA,82.3,0.74,0.38
"13112","FC",0,1,0.003,89.5,0.23,1.09
"13113","FC",1,1,NA,87.9,0.23,-0.5
"13114","FC",0,0,NA,86,0.14,1.31
"13115","KC",0,1,NA,82.8,0.65,-1.09
"13116","CU",1,1,NA,80.4,0.47,0.02
"13117","SL",0,0,NA,89.1,0.14,0.59
"13118","SL",0,1,0.492,86.2,0.08,0.76
"13119","SL",0,0,NA,86.2,0.46,0.21
"13120","CU",0,0,NA,75.6,1.27,-1.2
"13121","KC",0,1,0.005,82.6,0.59,-1.29
"13122","SL",0,1,NA,87.6,0.02,0.16
"13123","SL",0,0,NA,81.2,0.14,0.57
"13124","SL",0,0,NA,80.8,0.79,-0.08
"13125","SL",1,1,NA,86.6,-0.07,0.75
"13126","FC",0,1,NA,87.1,0.23,-0.09
"13127","SL",0,0,NA,81.9,1.01,0.6
"13128","CU",0,1,0.606,77.9,1.01,-1.5
"13129","SL",0,1,0,85.3,0.33,0
"13130","FC",0,0,NA,85.5,0.14,0.88
"13131","FC",0,0,NA,88.7,0.46,1.01
"13132","SL",0,0,NA,86.6,0.48,0.18
"13133","CU",1,1,NA,76.2,1.09,-1.31
"13134","CU",0,1,NA,77.8,0.88,-0.85
"13135","SL",0,0,NA,88.8,0.07,0.7
"13136","CU",0,1,0.04,80.5,1.13,-0.28
"13137","SL",0,0,NA,86.8,-0.17,0.78
"13138","SL",0,1,0.129,85.3,0.29,0.55
"13139","SL",0,0,NA,84.5,0.62,0.37
"13140","SL",0,0,NA,81.9,0.92,-0.34
"13141","KC",0,0,NA,84.9,0.45,-0.91
"13142","SL",0,1,NA,88.1,0.17,0.25
"13143","CU",0,0,NA,77,0.65,-0.2
"13144","SL",0,1,NA,87.7,-0.11,0.5
"13145","SL",0,0,NA,81.7,0.83,-0.13
"13146","KC",0,1,NA,81.2,0.68,-1.29
"13147","SL",0,0,NA,84.3,0.63,0.41
"13148","SL",0,1,0.288,85.6,-0.04,0.69
"13149","SL",0,0,NA,82.3,0.62,0.3
"13150","SL",0,0,NA,82.7,0.35,-0.28
"13151","CU",0,1,0.185,79.3,0.99,-1.43
"13152","CU",0,0,NA,80.3,1.14,-0.39
"13153","FC",1,1,NA,89.7,0.4,1.41
"13154","CU",0,0,NA,74.2,1.16,-1.47
"13155","SL",0,1,0.156,78.7,0.47,-0.18
"13156","SL",0,0,NA,84.8,0.25,0.16
"13157","FC",0,1,0.157,87,0.12,0.19
"13158","SL",0,1,1.364,83.2,0.14,0.33
"13159","SL",0,0,NA,80.6,1.04,1.15
"13160","CU",0,1,0.471,82.1,0.51,-0.33
"13161","SL",0,1,NA,85.2,-0.12,0.61
"13162","SL",1,1,NA,90.7,0.09,0.21
"13163","SL",0,0,NA,81,0.78,-0.19
"13164","KC",0,1,0.055,79.3,0.4,-0.64
"13165","SL",1,1,NA,85.6,0.31,-0.08
"13166","FC",0,1,0.206,84.4,0.31,0.67
"13167","FC",0,1,0.565,89.7,0.3,1.18
"13168","SL",1,1,NA,89.5,0.07,0.32
"13169","SL",1,1,NA,91,0.12,0.46
"13170","SL",0,0,NA,86.2,0.95,-0.27
"13171","SL",0,1,NA,88.3,0.34,0.17
"13172","SL",0,1,0.453,81.9,0.34,0.71
"13173","SL",0,0,NA,77.3,0.33,-0.11
"13174","SL",0,0,NA,85.4,0.34,0.4
"13175","FC",0,0,NA,87.4,0.04,0.13
"13176","FC",0,1,0.005,86.2,0.02,1.01
"13177","SL",0,0,NA,85.7,0.47,0.59
"13178","CU",0,0,NA,77.2,0.93,-1.44
"13179","SL",0,0,NA,84.7,0.34,-0.08
"13180","SL",0,0,NA,83.7,0.51,0.09
"13181","SL",0,1,NA,84.9,-0.1,0.86
"13182","SL",0,1,0.247,85.1,1.32,-0.04
"13183","CU",0,1,NA,75.5,0.83,-1.14
"13184","FC",0,1,0.126,87.5,0.42,0.01
"13185","SL",0,1,0.79,82,0.68,-0.23
"13186","FC",0,0,NA,90.4,0.24,1.17
"13187","SL",0,1,NA,89.9,0.45,0.61
"13188","SL",0,1,NA,89.1,0.18,0.4
"13189","CU",0,0,NA,81.6,1.03,-1.6
"13190","SL",0,0,NA,86.3,0.57,0.37
"13191","FC",0,1,NA,86.1,0.3,0.99
"13192","CU",0,1,0.039,72.4,1.44,-1.03
"13193","SL",0,0,NA,84.7,-0.04,0.5
"13194","SL",0,0,NA,82.8,0.73,-0.29
"13195","FC",0,0,NA,89,0.25,1
"13196","SL",0,0,NA,91.7,0.37,0.63
"13197","KC",0,0,NA,84,0.24,-1
"13198","CU",0,1,NA,78.4,0.8,-0.74
"13199","CU",0,1,NA,73.3,1.25,-1.04
"13200","CU",1,1,NA,80.3,1.07,-0.37
"13201","CU",0,1,0.825,80,1.01,-0.87
"13202","SL",1,1,NA,85.2,-0.16,0.59
"13203","SL",0,1,0.154,78.1,0.34,-0.07
"13204","SL",0,0,NA,86.5,0.38,0.23
"13205","SL",0,1,NA,82.9,0.66,-0.32
"13206","CU",0,1,NA,76.5,0.48,-0.4
"13207","SL",0,0,NA,83.6,0.9,-0.17
"13208","KC",0,1,1.085,77.4,0.63,-0.91
"13209","SL",0,0,NA,80.6,1.32,0.03
"13210","SL",0,1,NA,92.2,-0.13,0.78
"13211","SL",0,1,NA,81.5,0.45,0.45
"13212","CU",0,0,NA,75.4,0.87,-1.17
"13213","SL",1,1,NA,83.2,0.59,0.11
"13214","SL",0,0,NA,85.7,0.49,-0.41
"13215","SL",1,1,NA,84.2,-0.11,0.54
"13216","KC",1,1,NA,83.3,0.1,-1.25
"13217","SL",0,1,0.067,90.2,0.07,0.24
"13218","SL",1,1,NA,82.2,1.11,-0.13
"13219","CU",0,1,0.182,77.5,0.54,-0.45
"13220","FC",0,0,NA,88.3,0.21,0.09
"13221","CU",0,0,NA,80.4,0.97,-1.52
"13222","SL",1,1,NA,86.8,0.35,0.29
"13223","SL",0,1,NA,83.5,0.62,0.16
"13224","SL",1,1,NA,89,0.29,0.07
"13225","CU",0,0,NA,78.2,0.41,-1.51
"13226","KC",0,0,NA,82.5,0.24,-1.36
"13227","CU",0,0,NA,79.1,0.99,-1.46
"13228","SL",0,0,NA,88,0.11,0.33
"13229","FC",0,1,1.394,87.5,0.36,0.62
"13230","SL",0,1,NA,81.9,1.07,-0.05
"13231","SL",1,1,NA,88.5,0.28,0.53
"13232","SL",0,1,NA,83.9,0.37,-0.46
"13233","SL",0,0,NA,88.6,-0.14,0.38
"13234","SL",0,0,NA,82.8,0.79,0.3
"13235","SL",0,1,NA,89.5,0.06,0.32
"13236","FC",0,1,0.076,88.4,0.43,0.13
"13237","CU",0,0,NA,77.7,0.52,-0.87
"13238","SL",0,0,NA,84.9,0.48,0.42
"13239","SL",0,0,NA,82.7,0.92,0.45
"13240","SL",0,0,NA,79.4,0.6,-0.53
"13241","SL",0,1,NA,78.7,0.25,0.04
"13242","SL",0,0,NA,85,-0.14,0.51
"13243","SL",0,1,NA,83.9,0.07,0.52
"13244","SL",0,0,NA,84.7,0.17,0.25
"13245","SL",0,0,NA,88.4,0.01,0.33
"13246","SL",1,1,NA,84.7,0.81,0
"13247","CU",0,1,0.003,81.6,0.79,-0.19
"13248","SL",0,0,NA,87,0.25,0.38
"13249","SL",0,1,NA,86.8,0.18,0.15
"13250","CU",0,0,NA,74.4,1.28,-1.31
"13251","FC",0,1,0.265,89.5,0.16,0.73
"13252","SL",0,1,NA,77.6,0.36,-0.22
"13253","SL",0,1,NA,87.9,0.56,0.6
"13254","CU",0,0,NA,78.6,0.72,-0.66
"13255","SL",0,0,NA,79.7,0.09,0.15
"13256","SL",0,1,0.244,82.1,1.17,-0.4
"13257","FC",0,1,NA,86.5,-0.25,1.25
"13258","SL",0,0,NA,85.7,0.88,0.01
"13259","FC",1,1,NA,89,0.26,0.92
"13260","SL",0,0,NA,81.3,0.98,0.08
"13261","FC",0,0,NA,86.4,0.3,0.63
"13262","SL",0,0,NA,85.1,0.92,-0.24
"13263","SL",0,1,0.083,87.5,0.24,0.13
"13264","FC",0,0,NA,88.2,0.53,0.7
"13265","SL",0,1,NA,85.2,0.19,0.98
"13266","SL",0,1,0.892,84.6,0.36,-0.29
"13267","FC",0,1,NA,85.2,0.29,1.01
"13268","SL",0,1,1.898,84.7,0.29,0.01
"13269","SL",0,0,NA,85.2,0.23,0.3
"13270","SL",0,1,0.036,91,0.36,0.58
"13271","SL",0,0,NA,81.4,0.6,-0.03
"13272","CU",0,0,NA,78.8,0.34,-0.37
"13273","SL",0,1,NA,88,-0.04,0.53
"13274","CU",0,0,NA,81.4,0.94,-1.01
"13275","FC",0,1,NA,88.2,0.26,0.76
"13276","CU",0,1,0.257,79.5,0.94,-1.35
"13277","CU",0,0,NA,76.8,0.5,-0.88
"13278","SL",0,0,NA,90,0.02,0.05
"13279","CU",0,1,0.157,80.2,0.91,-0.87
"13280","SL",0,0,NA,92.7,0.37,0.62
"13281","CU",0,0,NA,78.5,1.01,-0.84
"13282","SL",0,0,NA,80.4,0.13,0.41
"13283","CU",0,0,NA,80,0.93,-1.13
"13284","CU",0,1,NA,76.5,0.27,-1.59
"13285","FC",0,1,NA,87.5,0.55,0.52
"13286","SL",0,0,NA,82.5,0.75,-0.25
"13287","CU",0,0,NA,79.4,0.75,-0.45
"13288","SL",0,1,0.938,82.3,0.95,0.05
"13289","SL",1,1,NA,89.6,0.22,0.38
"13290","SL",1,1,NA,85.4,0.14,0.04
"13291","FC",1,1,NA,84.7,0.31,0.97
"13292","SL",0,1,0.685,86.9,0.42,0.61
"13293","SL",1,1,NA,91.2,0.52,0.37
"13294","CU",0,0,NA,80.2,0.88,-0.85
"13295","SL",0,0,NA,84.3,0.16,0.8
"13296","SL",0,0,NA,77.7,0.4,-0.34
"13297","SL",0,0,NA,92,0.28,0.49
"13298","SL",0,0,NA,86.4,0.52,0.41
"13299","KC",0,1,0.779,78.6,0.28,-1.22
"13300","SL",0,0,NA,83.7,0.35,-0.14
"13301","SL",0,0,NA,90.3,0.05,0.47
"13302","FC",0,1,NA,90.2,0.14,1.03
"13303","FC",0,0,NA,87.7,0.52,0.78
"13304","CU",0,1,NA,80.4,0.66,-1.01
"13305","FC",0,0,NA,86.2,-0.6,1.3
"13306","SL",1,1,NA,83.7,0.92,-0.05
"13307","SL",0,1,0.774,85.7,0.13,0.83
"13308","SL",0,0,NA,78.3,0.19,-0.03
"13309","FC",0,0,NA,82.3,0.57,-0.01
"13310","CU",0,0,NA,77.9,1.11,-0.82
"13311","KC",0,1,0.157,81.2,0.79,-1.09
"13312","FC",0,1,0.015,87.8,0.17,0.12
"13313","SL",1,1,NA,81.4,0.98,-0.32
"13314","SL",0,1,0.371,85.7,0.33,0.04
"13315","SL",0,0,NA,85.2,0.44,0.11
"13316","SL",0,0,NA,84.5,0.42,0.13
"13317","SL",0,1,NA,84.2,0.89,0.21
"13318","CU",0,0,NA,76.4,1.1,-1.29
"13319","CU",0,0,NA,82.7,0.68,-0.72
"13320","SL",0,1,0.545,83.5,0.12,0.2
"13321","SL",0,0,NA,87.1,0.36,0.46
"13322","CU",0,0,NA,79.2,1.05,-0.97
"13323","SL",0,1,NA,91.1,0.05,0.34
"13324","CU",0,0,NA,74.1,0.92,-1.35
"13325","FC",0,1,0.026,87.3,0.15,0.73
"13326","SL",0,1,NA,88.2,0.38,0.2
"13327","CU",1,1,NA,83.2,0.37,0.14
"13328","SL",0,0,NA,79.3,0.37,-0.34
"13329","CU",0,1,NA,80.6,1.12,-0.89
"13330","SL",0,1,0.257,82,0.15,-0.09
"13331","FC",0,1,NA,86.7,0.54,0.53
"13332","KC",0,1,NA,82,0.62,-1.23
"13333","FC",0,1,0.005,88.1,0.25,-0.13
"13334","SL",1,1,NA,83.9,0.19,-0.09
"13335","SL",0,0,NA,85.6,0.87,-0.05
"13336","SL",1,1,NA,91.6,0.24,0.58
"13337","CU",0,0,NA,81.7,0.91,-0.52
"13338","SL",0,1,0.094,85.8,0.94,0
"13339","CU",0,0,NA,73.9,0.9,-1.33
"13340","SL",0,0,NA,83.4,0.46,0.11
"13341","SL",1,1,NA,83.2,0.09,0.09
"13342","SL",1,1,NA,84,0.94,-0.24
"13343","CU",1,1,NA,82.5,0.71,-0.03
"13344","SL",0,1,NA,82.7,0.99,0.6
"13345","FC",0,0,NA,85.3,0.51,-0.48
"13346","SL",0,1,NA,91,0.4,0.4
"13347","SL",0,0,NA,85.7,-0.02,0.68
"13348","SL",0,0,NA,90.1,0.11,0.64
"13349","FC",0,1,NA,89.7,0.36,-0.04
"13350","SL",0,1,0.144,86,0.2,0.78
"13351","CU",0,0,NA,78.3,1.15,-0.54
"13352","FC",1,1,NA,88.1,0.33,1.36
"13353","CU",0,1,NA,80,0.56,-0.47
"13354","CU",0,1,NA,83,0.5,0
"13355","SL",1,1,NA,83.4,0.32,-0.24
"13356","CU",0,1,NA,77.9,1.05,-1.5
"13357","SL",1,1,NA,82,1,0.12
"13358","SL",0,1,NA,90.2,0.29,0.34
"13359","FC",0,1,NA,86.5,0.35,1.04
"13360","FC",0,1,0.165,87.7,-0.32,1.03
"13361","FC",0,0,NA,85.2,0.16,0.16
"13362","SL",0,0,NA,80.5,0.76,0.31
"13363","KC",0,0,NA,83.5,0.41,-1.22
"13364","CU",0,0,NA,76.7,1.21,-1.48
"13365","SL",0,1,NA,83.3,0.78,-0.2
"13366","SL",0,0,NA,78.6,0.55,-0.32
"13367","FC",1,1,NA,89.4,0.25,0.05
"13368","SL",0,1,0.192,90.3,0.23,0.22
"13369","SL",0,0,NA,81.6,0.11,0
"13370","CU",0,1,NA,80.9,0.34,-0.71
"13371","FC",0,1,0.219,84.1,0.48,0.68
"13372","CU",0,0,NA,79,0.74,-0.83
"13373","CU",0,0,NA,77.9,0.72,-0.55
"13374","KC",0,0,NA,80.6,0.49,-1.03
"13375","SL",0,1,NA,83.9,0.58,0.32
"13376","SL",0,0,NA,89,0.04,0.21
"13377","SL",0,1,NA,86.3,-0.03,0.24
"13378","SL",1,1,NA,81.5,1.4,0.36
"13379","SL",0,1,0.122,81,1.07,-0.26
"13380","KC",1,1,NA,82.3,0.55,-1.3
"13381","CU",0,0,NA,73.7,1.02,-1.24
"13382","SL",0,0,NA,82.4,0.3,0.04
"13383","SL",0,1,0,86,0.46,0.19
"13384","SL",0,1,0.179,82.9,0.29,0.11
"13385","FC",0,1,NA,88.8,0.45,0.89
"13386","SL",0,1,0.979,88.3,0.41,0.57
"13387","FC",1,1,NA,85.3,0.23,0.41
"13388","SL",0,0,NA,89.4,0.32,0.77
"13389","SL",0,0,NA,81.1,1.65,0.18
"13390","SL",0,0,NA,82.5,0.31,-0.17
"13391","SL",0,0,NA,86.7,0.18,0.02
"13392","SL",1,1,NA,84,0.42,0.17
"13393","FC",1,1,NA,88.4,0.51,0.45
"13394","SL",0,0,NA,82.7,0.96,0.03
"13395","SL",0,1,0.022,90.1,0.22,0.25
"13396","SL",0,1,NA,90.9,0.46,0.59
"13397","CU",0,0,NA,77,0.98,-1.54
"13398","SL",1,1,NA,84.7,0.27,-0.26
"13399","SL",0,1,NA,85.9,0.19,0.86
"13400","CU",0,0,NA,79.8,0.87,-1.55
"13401","SL",0,1,0.826,83.7,0.81,-0.28
"13402","FC",0,0,NA,87.3,0.39,0.85
"13403","SL",0,1,0.007,82.3,0.33,-0.23
"13404","CU",0,0,NA,75.4,0.9,-1.14
"13405","CU",0,1,NA,78,0.79,-0.6
"13406","SL",0,0,NA,82,0.47,0.05
"13407","SL",1,1,NA,83.9,0.06,0.11
"13408","SL",0,0,NA,89.8,0.1,0.51
"13409","CU",0,0,NA,82.1,0.76,-0.78
"13410","FC",0,0,NA,90.6,0.37,0.17
"13411","CU",0,0,NA,73.6,1.58,-0.75
"13412","SL",0,0,NA,87,-0.01,0.11
"13413","SL",0,0,NA,88.6,0.58,0.36
"13414","FC",1,1,NA,88.1,0.21,-0.06
"13415","FC",0,0,NA,88.4,0.5,0.67
"13416","CU",0,1,0.141,79.5,1.06,-1.51
"13417","CU",0,0,NA,82.7,1.03,0.3
"13418","SL",0,1,0.044,87.3,0.35,0.4
"13419","SL",0,0,NA,85,0.89,-0.17
"13420","KC",0,0,NA,80.2,0.63,-1.06
"13421","CU",0,0,NA,80.1,0.83,-0.95
"13422","SL",0,1,1.892,89.3,0.19,0.19
"13423","SL",0,0,NA,85.5,0.08,0.56
"13424","KC",0,1,NA,79.3,0.37,-1.04
"13425","SL",0,0,NA,89.5,0.41,0.39
"13426","SL",0,1,NA,81,0.47,-0.24
"13427","SL",0,0,NA,85.4,0.65,-0.03
"13428","SL",0,0,NA,83.9,1.01,-0.33
"13429","SL",0,1,0.841,81,1.38,0.01
"13430","CU",0,0,NA,78.6,0.74,0.19
"13431","CU",0,0,NA,75.8,1.15,-1.41
"13432","SL",0,0,NA,85.1,0.87,-0.44
"13433","KC",0,1,0,84.5,0.43,-1.1
"13434","SL",0,0,NA,81.5,0.95,0.49
"13435","KC",0,1,NA,78.5,0.42,-0.69
"13436","SL",0,0,NA,89.7,-0.08,0.22
"13437","SL",0,1,0.2,82.9,0.98,0.19
"13438","SL",0,1,0.303,81.6,0,-0.19
"13439","SL",0,1,0.514,87.4,0.24,0.36
"13440","FC",0,1,NA,88.9,0.14,1.51
"13441","SL",0,1,NA,88.2,-0.12,0.11
"13442","SL",0,1,0.743,91.3,0.21,0.43
"13443","SL",0,1,0.521,89.2,0.15,0.53
"13444","SL",0,0,NA,85.6,0.16,0.28
"13445","SL",0,0,NA,82.8,0.55,0.62
"13446","FC",0,0,NA,87.4,0.38,1
"13447","FC",0,0,NA,87.1,0.43,0.92
"13448","CU",0,0,NA,74.2,1.07,-1.52
"13449","CU",0,0,NA,77.4,0.76,-0.85
"13450","SL",0,1,0.347,84.4,0.52,-0.21
"13451","SL",0,0,NA,80,0.68,-0.42
"13452","SL",1,1,NA,87.9,0.34,0.43
"13453","FC",0,0,NA,89.7,0.13,-0.12
"13454","CU",0,0,NA,74.8,1.12,-1.33
"13455","SL",0,0,NA,87.8,0.24,-0.02
"13456","SL",0,0,NA,91.5,0.5,0.42
"13457","SL",0,0,NA,83.5,1.13,0.39
"13458","SL",0,0,NA,82.7,0.51,-0.08
"13459","CU",0,1,0,78.6,1.03,-0.22
"13460","SL",0,0,NA,83.7,0.46,0.5
"13461","SL",1,1,NA,84.3,0.32,-0.01
"13462","CU",0,0,NA,77.7,0.94,-1.35
"13463","CU",1,1,NA,81.2,0.78,0.07
"13464","CU",0,1,0.193,77.7,0.86,-0.7
"13465","CU",0,0,NA,74.1,1.39,-0.65
"13466","KC",0,0,NA,82.6,0.66,-0.66
"13467","SL",0,0,NA,84.1,0.67,-0.36
"13468","FC",0,1,0.948,86.6,0.03,1.05
"13469","CU",0,0,NA,72.4,0.91,-1.21
"13470","FC",0,0,NA,88.4,0.38,1
"13471","SL",0,1,NA,83.9,0.34,-0.03
"13472","SL",1,1,NA,86.9,0.39,0.67
"13473","SL",0,1,0.46,89.5,0.27,0.27
"13474","SL",0,1,NA,92.5,0.26,0.69
"13475","KC",1,1,NA,78.6,0.82,-1.15
"13476","CU",0,0,NA,82.3,1.66,-0.15
"13477","CU",0,0,NA,79.3,0.5,-0.39
"13478","CU",1,1,NA,76.5,1.22,-1.6
"13479","FC",0,0,NA,87.7,0.44,0.58
"13480","SL",1,1,NA,85.5,0.59,-0.53
"13481","SL",0,0,NA,90.3,0.51,0.15
"13482","SL",0,0,NA,85.6,1.15,-0.35
"13483","FC",1,1,NA,90.3,0.52,1.27
"13484","SL",0,0,NA,85.4,0.18,0.68
"13485","SL",0,0,NA,84.7,-0.57,0.8
"13486","SL",0,0,NA,85.2,0.34,0.06
"13487","SL",0,0,NA,84.7,0.14,-0.25
"13488","SL",0,0,NA,78.2,0.66,-0.46
"13489","SL",0,1,0.199,85,0.86,-0.51
"13490","SL",0,0,NA,92.9,0.31,0.36
"13491","FC",0,1,0.256,91.1,0.21,0.73
"13492","FC",1,1,NA,88.8,0.4,0.86
"13493","FC",0,0,NA,88.7,-0.13,0.99
"13494","FC",0,1,NA,89.2,0.27,-0.19
"13495","KC",0,0,NA,79.1,0.78,-0.91
"13496","SL",0,1,0.009,85.3,0.39,0.15
"13497","CU",0,0,NA,75.2,0.89,-0.96
"13498","KC",0,0,NA,77.4,0.64,-0.64
"13499","KC",0,0,NA,83.2,0.6,-1.26
"13500","KC",0,0,NA,79.2,0.61,-1.07
"13501","FC",0,1,NA,89.3,0.25,-0.29
"13502","FC",0,1,NA,87.8,0.12,1.07
"13503","CU",0,0,NA,82.8,0.89,-0.19
"13504","SL",0,0,NA,80,2.01,-0.19
"13505","SL",0,0,NA,82.4,0.07,-0.11
"13506","KC",0,1,0.745,80,0.64,-0.9
"13507","SL",0,0,NA,87.5,0.39,0.42
"13508","SL",0,0,NA,92.3,0.43,0.53
"13509","CU",0,0,NA,74.9,1.09,-1.53
"13510","SL",0,1,0.545,86.5,-0.21,0.54
"13511","CU",0,1,NA,78.1,0.99,-0.28
"13512","SL",0,0,NA,91.9,0,0.54
"13513","SL",0,1,0.054,77.6,0.85,-0.62
"13514","KC",0,0,NA,78.6,0.46,-1.12
"13515","FC",0,0,NA,90.7,0.29,1.32
"13516","CU",0,0,NA,80.1,0.3,-0.54
"13517","SL",0,1,0.085,83.4,0.81,0.54
"13518","SL",0,1,NA,85.3,0.25,0.17
"13519","SL",0,0,NA,86.3,0.34,0.07
"13520","CU",0,1,NA,76.2,0.36,-0.75
"13521","CU",0,0,NA,74.4,1.27,-1.31
"13522","SL",0,1,NA,80.6,1.49,-0.2
"13523","CU",0,0,NA,79.5,-0.05,-0.02
"13524","SL",0,0,NA,84.1,-0.02,0.5
"13525","FC",0,0,NA,89.5,0.18,0.89
"13526","CU",0,1,NA,76.8,0.81,-0.28
"13527","SL",0,0,NA,86.5,0.35,0.22
"13528","CU",1,1,NA,80.1,0.73,-1.1
"13529","SL",1,1,NA,84,1.16,0.03
"13530","FC",0,1,0.848,89.5,0.33,0.69
"13531","SL",0,1,0.25,80.4,0.79,0.28
"13532","FC",0,1,NA,84.4,0.13,0.49
"13533","FC",0,0,NA,87.9,0.14,0.08
"13534","SL",0,1,NA,81.3,1.27,-0.04
"13535","FC",1,1,NA,82.4,0.63,0.49
"13536","SL",0,0,NA,85,-0.02,0.87
"13537","SL",1,1,NA,88.1,-0.16,0.68
"13538","FC",0,0,NA,85.2,0.51,0.72
"13539","KC",0,1,NA,85,0.59,-1.27
"13540","FC",0,1,NA,90.2,0.56,0.83
"13541","SL",0,0,NA,89.2,0.12,0.27
"13542","CU",0,0,NA,76.9,0.71,-0.57
"13543","FC",0,0,NA,90.6,0.36,1.13
"13544","SL",0,1,NA,82.8,0.66,0.87
"13545","SL",0,1,NA,83.7,0.86,-0.46
"13546","SL",0,1,NA,88.9,0.35,0.75
"13547","KC",0,0,NA,83.9,0.61,-1.04
"13548","CU",0,1,NA,73,1.77,-0.75
"13549","SL",0,1,NA,81.1,0.56,-0.31
"13550","SL",1,1,NA,85.8,-0.05,0.71
"13551","SL",0,0,NA,84.3,0.23,-0.17
"13552","FC",0,1,NA,86,0.64,0.43
"13553","FC",0,0,NA,89.6,0.37,0.69
"13554","SL",0,1,0.143,87.4,0.43,0.31
"13555","CU",0,0,NA,82.6,0.7,-0.01
"13556","SL",0,1,1.892,83.2,-0.24,0.5
"13557","CU",0,1,0.242,78.7,1.13,-0.3
"13558","FC",1,1,NA,89,0.16,-0.19
"13559","CU",0,0,NA,79.7,0.59,-0.16
"13560","SL",0,0,NA,84.1,1.13,-0.37
"13561","SL",0,1,0.195,90.3,0.2,0.37
"13562","CU",0,0,NA,75,0.49,-0.8
"13563","CU",0,0,NA,79.5,1.23,-0.76
"13564","SL",0,0,NA,86.5,0.58,0.21
